nohup: ignoring input
Timesteps: 100, Mean reward: 29.58
Timesteps: 13500, Mean reward: 486.07
Timesteps: 13600, Mean reward: 217.41
Timesteps: 13700, Mean reward: 306.37
Timesteps: 13800, Mean reward: 341.80
Timesteps: 13900, Mean reward: 484.59
Timesteps: 14000, Mean reward: 491.02
Timesteps: 14100, Mean reward: 270.49
Timesteps: 14200, Mean reward: 338.16
Timesteps: 14300, Mean reward: 494.91
Timesteps: 14400, Mean reward: 495.67
Timesteps: 14500, Mean reward: 63.77
Timesteps: 14600, Mean reward: 492.77
Timesteps: 14700, Mean reward: 494.08
Timesteps: 14800, Mean reward: 491.91
Timesteps: 14900, Mean reward: 493.02
Timesteps: 15000, Mean reward: 501.34
Timesteps: 15100, Mean reward: 493.51
Timesteps: 15200, Mean reward: 499.41
Timesteps: 15300, Mean reward: 497.13
Timesteps: 15400, Mean reward: 496.10
Timesteps: 15500, Mean reward: 494.70
Timesteps: 15600, Mean reward: 507.14
Timesteps: 15700, Mean reward: 502.16
Timesteps: 15800, Mean reward: 504.43
Timesteps: 15900, Mean reward: 504.41
Timesteps: 16000, Mean reward: 539.74
Timesteps: 16100, Mean reward: 551.15
Timesteps: 16200, Mean reward: 540.34
Timesteps: 16300, Mean reward: 519.37
Timesteps: 16400, Mean reward: 537.82
Timesteps: 16500, Mean reward: 515.57
Timesteps: 16600, Mean reward: 512.58
Timesteps: 16700, Mean reward: 514.51
Timesteps: 16800, Mean reward: 512.02
Timesteps: 16900, Mean reward: 280.52
Timesteps: 17000, Mean reward: 479.31
Timesteps: 17100, Mean reward: 482.33
Timesteps: 17200, Mean reward: 436.67
Timesteps: 17300, Mean reward: 403.95
Timesteps: 17400, Mean reward: 379.68
Timesteps: 17500, Mean reward: 470.72
Timesteps: 17600, Mean reward: 396.02
Timesteps: 17700, Mean reward: 504.72
Timesteps: 17800, Mean reward: 510.45
Timesteps: 17900, Mean reward: 540.71
Timesteps: 18000, Mean reward: 521.70
Timesteps: 18100, Mean reward: 516.32
Timesteps: 18200, Mean reward: 399.75
Timesteps: 18300, Mean reward: 271.25
Timesteps: 18400, Mean reward: 429.22
Timesteps: 18500, Mean reward: 551.81
Timesteps: 18600, Mean reward: 570.06
Timesteps: 18700, Mean reward: 571.89
Timesteps: 18800, Mean reward: 506.84
Timesteps: 18900, Mean reward: 542.12
Timesteps: 19000, Mean reward: 511.92
Timesteps: 19100, Mean reward: 514.29
Timesteps: 19200, Mean reward: 557.62
Timesteps: 19300, Mean reward: 408.23
Timesteps: 19400, Mean reward: 420.89
Timesteps: 19500, Mean reward: 423.30
Timesteps: 19600, Mean reward: 460.14
Timesteps: 19700, Mean reward: 508.48
Timesteps: 19800, Mean reward: 520.70
Timesteps: 19900, Mean reward: 510.98
Timesteps: 20000, Mean reward: 542.37
Timesteps: 20100, Mean reward: 534.36
Timesteps: 20200, Mean reward: 509.07
Timesteps: 20300, Mean reward: 504.90
Timesteps: 20400, Mean reward: 520.72
Timesteps: 20500, Mean reward: 461.94
Timesteps: 20600, Mean reward: 519.77
Timesteps: 20700, Mean reward: 549.18
Timesteps: 20800, Mean reward: 478.62
Timesteps: 20900, Mean reward: 370.89
Timesteps: 21000, Mean reward: 472.60
Timesteps: 21100, Mean reward: 460.94
Timesteps: 21200, Mean reward: 492.36
Timesteps: 21300, Mean reward: 473.70
Timesteps: 21400, Mean reward: 407.67
Timesteps: 21500, Mean reward: 420.84
Timesteps: 21600, Mean reward: 397.81
Timesteps: 21700, Mean reward: 427.23
Timesteps: 21800, Mean reward: 268.63
Timesteps: 21900, Mean reward: 375.70
Timesteps: 22000, Mean reward: 351.73
Timesteps: 22100, Mean reward: 352.09
Timesteps: 22200, Mean reward: 317.55
Timesteps: 22300, Mean reward: 299.16
Timesteps: 22400, Mean reward: 331.32
Timesteps: 22500, Mean reward: 318.13
Timesteps: 22600, Mean reward: 347.20
Timesteps: 22700, Mean reward: 357.34
Timesteps: 22800, Mean reward: 356.64
Timesteps: 22900, Mean reward: 311.31
Timesteps: 23000, Mean reward: 324.31
Timesteps: 23100, Mean reward: 366.41
Timesteps: 23200, Mean reward: 339.85
Timesteps: 23300, Mean reward: 322.77
Timesteps: 23400, Mean reward: 333.32
Timesteps: 23500, Mean reward: 329.25
Timesteps: 23600, Mean reward: 324.19
Timesteps: 23700, Mean reward: 318.16
Timesteps: 23800, Mean reward: 437.08
Timesteps: 23900, Mean reward: 362.57
Timesteps: 24000, Mean reward: 347.06
Timesteps: 24100, Mean reward: 362.82
Timesteps: 24200, Mean reward: 321.86
Timesteps: 24300, Mean reward: 348.24
Timesteps: 24400, Mean reward: 338.06
Timesteps: 24500, Mean reward: 375.04
Timesteps: 24600, Mean reward: 308.44
Timesteps: 24700, Mean reward: 372.72
Timesteps: 24800, Mean reward: 335.49
Timesteps: 24900, Mean reward: 359.71
Timesteps: 25000, Mean reward: 395.67
Timesteps: 25100, Mean reward: 305.39
Timesteps: 25200, Mean reward: 360.48
Timesteps: 25300, Mean reward: 387.14
Timesteps: 25400, Mean reward: 429.14
Timesteps: 25500, Mean reward: 365.89
Timesteps: 25600, Mean reward: 471.79
Timesteps: 25700, Mean reward: 439.02
Timesteps: 25800, Mean reward: 351.80
Timesteps: 25900, Mean reward: 405.97
Timesteps: 26000, Mean reward: 497.30
Timesteps: 26100, Mean reward: 519.78
Timesteps: 26200, Mean reward: 519.01
Timesteps: 26300, Mean reward: 522.19
Timesteps: 26400, Mean reward: 371.94
Timesteps: 26500, Mean reward: 388.88
Timesteps: 26600, Mean reward: 511.23
Timesteps: 26700, Mean reward: 362.56
Timesteps: 26800, Mean reward: 553.40
Timesteps: 26900, Mean reward: 512.03
Timesteps: 27000, Mean reward: 447.57
Timesteps: 27100, Mean reward: 417.79
Timesteps: 27200, Mean reward: 334.54
Timesteps: 27300, Mean reward: 529.61
Timesteps: 27400, Mean reward: 414.35
Timesteps: 27500, Mean reward: 475.54
Timesteps: 27600, Mean reward: 386.64
Timesteps: 27700, Mean reward: 344.27
Timesteps: 27800, Mean reward: 434.14
Timesteps: 27900, Mean reward: 357.81
Timesteps: 28000, Mean reward: 341.02
Timesteps: 28100, Mean reward: 409.19
Timesteps: 28200, Mean reward: 340.06
Timesteps: 28300, Mean reward: 469.98
Timesteps: 28400, Mean reward: 467.56
Timesteps: 28500, Mean reward: 412.65
Timesteps: 28600, Mean reward: 356.06
Timesteps: 28700, Mean reward: 371.19
Timesteps: 28800, Mean reward: 411.39
Timesteps: 28900, Mean reward: 443.67
Timesteps: 29000, Mean reward: 392.01
Timesteps: 29100, Mean reward: 441.78
Timesteps: 29200, Mean reward: 522.36
Timesteps: 29300, Mean reward: 319.67
Timesteps: 29400, Mean reward: 489.72
Timesteps: 29500, Mean reward: 464.24
Timesteps: 29600, Mean reward: 479.70
Timesteps: 29700, Mean reward: 435.68
Timesteps: 29800, Mean reward: 519.16
Timesteps: 29900, Mean reward: 441.14
Timesteps: 30000, Mean reward: 12.50
Timesteps: 30100, Mean reward: 517.99
Timesteps: 30200, Mean reward: 501.90
Timesteps: 30300, Mean reward: 317.91
Timesteps: 30400, Mean reward: 505.94
Timesteps: 30500, Mean reward: 358.12
Timesteps: 30600, Mean reward: 513.57
Timesteps: 30700, Mean reward: 517.68
Timesteps: 30800, Mean reward: 497.44
Timesteps: 30900, Mean reward: 523.38
Timesteps: 31000, Mean reward: 515.64
Timesteps: 31100, Mean reward: 512.33
Timesteps: 31200, Mean reward: 516.77
Timesteps: 31300, Mean reward: 482.55
Timesteps: 31400, Mean reward: 513.36
Timesteps: 31500, Mean reward: 518.49
Timesteps: 31600, Mean reward: 516.58
Timesteps: 31700, Mean reward: 515.22
Timesteps: 31800, Mean reward: 472.39
Timesteps: 31900, Mean reward: 516.64
Timesteps: 32000, Mean reward: 530.02
Timesteps: 32100, Mean reward: 513.76
Timesteps: 32200, Mean reward: 482.51
Timesteps: 32300, Mean reward: 517.44
Timesteps: 32400, Mean reward: 432.20
Timesteps: 32500, Mean reward: 517.68
Timesteps: 32600, Mean reward: 525.03
Timesteps: 32700, Mean reward: 515.99
Timesteps: 32800, Mean reward: 527.60
Timesteps: 32900, Mean reward: 527.70
Timesteps: 33000, Mean reward: 526.00
Timesteps: 33100, Mean reward: 393.91
Timesteps: 33200, Mean reward: 491.95
Timesteps: 33300, Mean reward: 404.96
Timesteps: 33400, Mean reward: 427.40
Timesteps: 33500, Mean reward: 495.19
Timesteps: 33600, Mean reward: 522.40
Timesteps: 33700, Mean reward: 512.23
Timesteps: 33800, Mean reward: 398.15
Timesteps: 33900, Mean reward: 210.20
Timesteps: 34000, Mean reward: 528.85
Timesteps: 34100, Mean reward: 495.39
Timesteps: 34200, Mean reward: 75.41
Timesteps: 34300, Mean reward: 462.43
Timesteps: 34400, Mean reward: 417.02
Timesteps: 34500, Mean reward: 568.81
Timesteps: 34600, Mean reward: 492.34
Timesteps: 34700, Mean reward: 564.86
Timesteps: 34800, Mean reward: 535.29
Timesteps: 34900, Mean reward: 443.70
Timesteps: 35000, Mean reward: 325.50
Timesteps: 35100, Mean reward: 558.91
Timesteps: 35200, Mean reward: 544.16
Timesteps: 35300, Mean reward: 469.66
Timesteps: 35400, Mean reward: 384.97
Timesteps: 35500, Mean reward: 511.18
Timesteps: 35600, Mean reward: 324.89
Timesteps: 35700, Mean reward: 160.44
Timesteps: 35800, Mean reward: 149.73
Timesteps: 35900, Mean reward: 300.32
Timesteps: 36000, Mean reward: 550.53
Timesteps: 36100, Mean reward: 578.34
Timesteps: 36200, Mean reward: 523.12
Timesteps: 36300, Mean reward: 537.16
Timesteps: 36400, Mean reward: 517.91
Timesteps: 36500, Mean reward: 420.14
Timesteps: 36600, Mean reward: 444.09
Timesteps: 36700, Mean reward: 555.72
Timesteps: 36800, Mean reward: 498.35
Timesteps: 36900, Mean reward: 535.83
Timesteps: 37000, Mean reward: 565.63
Timesteps: 37100, Mean reward: 524.85
Timesteps: 37200, Mean reward: 524.50
Timesteps: 37300, Mean reward: 540.98
Timesteps: 37400, Mean reward: 521.11
Timesteps: 37500, Mean reward: 554.60
Timesteps: 37600, Mean reward: 548.01
Timesteps: 37700, Mean reward: 526.27
Timesteps: 37800, Mean reward: 525.54
Timesteps: 37900, Mean reward: 526.22
Timesteps: 38000, Mean reward: 555.44
Timesteps: 38100, Mean reward: 634.20
Timesteps: 38200, Mean reward: 540.95
Timesteps: 38300, Mean reward: 487.33
Timesteps: 38400, Mean reward: 528.46
Timesteps: 38500, Mean reward: 587.96
Timesteps: 38600, Mean reward: 530.56
Timesteps: 38700, Mean reward: 342.13
Timesteps: 38800, Mean reward: 542.51
Timesteps: 38900, Mean reward: 543.24
Timesteps: 39000, Mean reward: 616.96
Timesteps: 39100, Mean reward: 600.96
Timesteps: 39200, Mean reward: 557.94
Timesteps: 39300, Mean reward: 619.44
Timesteps: 39400, Mean reward: 540.24
Timesteps: 39500, Mean reward: 619.13
Timesteps: 39600, Mean reward: 555.93
Timesteps: 39700, Mean reward: 619.65
Timesteps: 39800, Mean reward: 558.25
Timesteps: 39900, Mean reward: 486.11
Timesteps: 40000, Mean reward: 461.16
Timesteps: 40100, Mean reward: 414.41
Timesteps: 40200, Mean reward: 405.83
Timesteps: 40300, Mean reward: 558.50
Timesteps: 40400, Mean reward: 488.31
Timesteps: 40500, Mean reward: 518.61
Timesteps: 40600, Mean reward: 514.46
Timesteps: 40700, Mean reward: 553.72
Timesteps: 40800, Mean reward: 415.18
Timesteps: 40900, Mean reward: 421.30
Timesteps: 41000, Mean reward: 408.32
Timesteps: 41100, Mean reward: 371.55
Timesteps: 41200, Mean reward: 350.86
Timesteps: 41300, Mean reward: 323.17
Timesteps: 41400, Mean reward: 318.98
Timesteps: 41500, Mean reward: 221.70
Timesteps: 41600, Mean reward: 347.28
Timesteps: 41700, Mean reward: 527.64
Timesteps: 41800, Mean reward: 273.82
Timesteps: 41900, Mean reward: 540.51
Timesteps: 42000, Mean reward: 366.56
Timesteps: 42100, Mean reward: 422.31
Timesteps: 42200, Mean reward: 304.96
Timesteps: 42300, Mean reward: 497.41
Timesteps: 42400, Mean reward: 317.26
Timesteps: 42500, Mean reward: 197.63
Timesteps: 42600, Mean reward: 209.51
Timesteps: 42700, Mean reward: 200.15
Timesteps: 42800, Mean reward: 420.95
Timesteps: 42900, Mean reward: 381.58
Timesteps: 43000, Mean reward: 243.79
Timesteps: 43100, Mean reward: 333.23
Timesteps: 43200, Mean reward: 236.36
Timesteps: 43300, Mean reward: 433.89
Timesteps: 43400, Mean reward: 363.10
Timesteps: 43500, Mean reward: 239.75
Timesteps: 43600, Mean reward: 335.11
Timesteps: 43700, Mean reward: 376.52
Timesteps: 43800, Mean reward: 293.17
Timesteps: 43900, Mean reward: 325.43
Timesteps: 44000, Mean reward: 297.38
Timesteps: 44100, Mean reward: 325.29
Timesteps: 44200, Mean reward: 374.75
Timesteps: 44300, Mean reward: 571.99
Timesteps: 44400, Mean reward: 367.29
Timesteps: 44500, Mean reward: 347.49
Timesteps: 44600, Mean reward: 485.99
Timesteps: 44700, Mean reward: 549.43
Timesteps: 44800, Mean reward: 442.78
Timesteps: 44900, Mean reward: 219.79
Timesteps: 45000, Mean reward: 382.06
Timesteps: 45100, Mean reward: 423.44
Timesteps: 45200, Mean reward: 451.70
Timesteps: 45300, Mean reward: 594.48
Timesteps: 45400, Mean reward: 482.69
Timesteps: 45500, Mean reward: 528.56
Timesteps: 45600, Mean reward: 558.48
Timesteps: 45700, Mean reward: 230.18
Timesteps: 45800, Mean reward: 537.09
Timesteps: 45900, Mean reward: 325.17
Timesteps: 46000, Mean reward: 307.48
Timesteps: 46100, Mean reward: 323.20
Timesteps: 46200, Mean reward: 384.27
Timesteps: 46300, Mean reward: 313.36
Timesteps: 46400, Mean reward: 351.43
Timesteps: 46500, Mean reward: 381.73
Timesteps: 46600, Mean reward: 384.08
Timesteps: 46700, Mean reward: 575.44
Timesteps: 46800, Mean reward: 372.03
Timesteps: 46900, Mean reward: 475.03
Timesteps: 47000, Mean reward: 623.55
Timesteps: 47100, Mean reward: 625.08
Timesteps: 47200, Mean reward: 510.89
Timesteps: 47300, Mean reward: 365.89
Timesteps: 47400, Mean reward: 482.38
Timesteps: 47500, Mean reward: 260.04
Timesteps: 47600, Mean reward: 379.82
Timesteps: 47700, Mean reward: 565.17
Timesteps: 47800, Mean reward: 612.69
Timesteps: 47900, Mean reward: 457.32
Timesteps: 48000, Mean reward: 488.64
Timesteps: 48100, Mean reward: 774.20
Timesteps: 48200, Mean reward: 594.62
Timesteps: 48300, Mean reward: 365.63
Timesteps: 48400, Mean reward: 657.07
Timesteps: 48500, Mean reward: 1065.28
updated ranges:  {'mass': (0.95, 1.05), 'friction': (0.95, 1.05)}
Mass were:     [3.92699082 2.71433605 5.0893801 ]
Mass are now:  [3.93311546 2.69419833 5.33182559]
Timesteps: 48600, Mean reward: 586.77
Timesteps: 48700, Mean reward: 318.83
Timesteps: 48800, Mean reward: 254.83
Timesteps: 48900, Mean reward: 272.40
Timesteps: 49000, Mean reward: 288.78
Timesteps: 49100, Mean reward: 249.81
Timesteps: 49200, Mean reward: 300.91
Timesteps: 49300, Mean reward: 262.94
Timesteps: 49400, Mean reward: 284.14
Timesteps: 49500, Mean reward: 312.97
Timesteps: 49600, Mean reward: 266.47
Timesteps: 49700, Mean reward: 271.60
Timesteps: 49800, Mean reward: 265.32
Timesteps: 49900, Mean reward: 257.66
Timesteps: 50000, Mean reward: 250.30
Timesteps: 50100, Mean reward: 294.35
Timesteps: 50200, Mean reward: 264.97
Timesteps: 50300, Mean reward: 308.18
Timesteps: 50400, Mean reward: 301.98
Timesteps: 50500, Mean reward: 284.58
Timesteps: 50600, Mean reward: 197.39
Timesteps: 50700, Mean reward: 117.01
Timesteps: 50800, Mean reward: 88.76
Timesteps: 50900, Mean reward: 437.59
Timesteps: 51000, Mean reward: 187.20
Timesteps: 51100, Mean reward: 703.85
Timesteps: 51200, Mean reward: 540.36
Timesteps: 51300, Mean reward: 54.86
Timesteps: 51400, Mean reward: 564.33
Timesteps: 51500, Mean reward: 246.21
Timesteps: 51600, Mean reward: 248.21
Timesteps: 51700, Mean reward: 300.69
Timesteps: 51800, Mean reward: 247.64
Timesteps: 51900, Mean reward: 339.46
Timesteps: 52000, Mean reward: 832.73
updated ranges:  {'mass': (0.8999999999999999, 1.1), 'friction': (0.8999999999999999, 1.1)}
Mass were:     [3.93311546 2.69419833 5.33182559]
Mass are now:  [3.85506626 2.92765452 5.01090342]
Timesteps: 52100, Mean reward: 599.52
Timesteps: 52200, Mean reward: 456.79
Timesteps: 52300, Mean reward: 487.77
Timesteps: 52400, Mean reward: 674.40
Timesteps: 52500, Mean reward: 383.29
Timesteps: 52600, Mean reward: 382.32
Timesteps: 52700, Mean reward: 635.10
Timesteps: 52800, Mean reward: 133.48
Timesteps: 52900, Mean reward: 127.33
Timesteps: 53000, Mean reward: 138.26
Timesteps: 53100, Mean reward: 638.71
Timesteps: 53200, Mean reward: 559.62
Timesteps: 53300, Mean reward: 600.05
Timesteps: 53400, Mean reward: 534.22
Timesteps: 53500, Mean reward: 545.00
Timesteps: 53600, Mean reward: 499.60
Timesteps: 53700, Mean reward: 675.47
Timesteps: 53800, Mean reward: 510.45
Timesteps: 53900, Mean reward: 631.76
Timesteps: 54000, Mean reward: 616.21
Timesteps: 54100, Mean reward: 897.93
updated ranges:  {'mass': (0.8499999999999999, 1.1500000000000001), 'friction': (0.8499999999999999, 1.1500000000000001)}
Mass were:     [3.85506626 2.92765452 5.01090342]
Mass are now:  [4.08787803 3.00899881 5.63926678]
Timesteps: 54200, Mean reward: 754.68
Timesteps: 54300, Mean reward: 694.14
Timesteps: 54400, Mean reward: 358.82
Timesteps: 54500, Mean reward: 291.54
Timesteps: 54600, Mean reward: 565.85
Timesteps: 54700, Mean reward: 425.03
Timesteps: 54800, Mean reward: 385.03
Timesteps: 54900, Mean reward: 337.52
Timesteps: 55000, Mean reward: 290.62
Timesteps: 55100, Mean reward: 622.44
Timesteps: 55200, Mean reward: 255.55
Timesteps: 55300, Mean reward: 855.25
updated ranges:  {'mass': (0.7999999999999998, 1.2000000000000002), 'friction': (0.7999999999999998, 1.2000000000000002)}
Mass were:     [4.08787803 3.00899881 5.63926678]
Mass are now:  [4.0875914  2.94326941 4.67622689]
Timesteps: 55400, Mean reward: 325.52
Timesteps: 55500, Mean reward: 746.08
Timesteps: 55600, Mean reward: 899.28
updated ranges:  {'mass': (0.7499999999999998, 1.2500000000000002), 'friction': (0.7499999999999998, 1.2500000000000002)}
Mass were:     [4.0875914  2.94326941 4.67622689]
Mass are now:  [3.05788717 2.05196865 5.72883712]
Timesteps: 55700, Mean reward: 685.97
Timesteps: 55800, Mean reward: 306.82
Timesteps: 55900, Mean reward: 268.27
Timesteps: 56000, Mean reward: 272.79
Timesteps: 56100, Mean reward: 324.43
Timesteps: 56200, Mean reward: 318.60
Timesteps: 56300, Mean reward: 282.68
Timesteps: 56400, Mean reward: 289.11
Timesteps: 56500, Mean reward: 296.24
Timesteps: 56600, Mean reward: 380.98
Timesteps: 56700, Mean reward: 271.50
Timesteps: 56800, Mean reward: 281.30
Timesteps: 56900, Mean reward: 279.18
Timesteps: 57000, Mean reward: 271.30
Timesteps: 57100, Mean reward: 279.31
Timesteps: 57200, Mean reward: 285.67
Timesteps: 57300, Mean reward: 478.51
Timesteps: 57400, Mean reward: 272.45
Timesteps: 57500, Mean reward: 337.04
Timesteps: 57600, Mean reward: 580.58
Timesteps: 57700, Mean reward: 1362.58
updated ranges:  {'mass': (0.6999999999999997, 1.3000000000000003), 'friction': (0.6999999999999997, 1.3000000000000003)}
Mass were:     [3.05788717 2.05196865 5.72883712]
Mass are now:  [4.62854504 2.22379873 3.57708738]
Timesteps: 57800, Mean reward: 892.67
updated ranges:  {'mass': (0.6499999999999997, 1.3500000000000003), 'friction': (0.6499999999999997, 1.3500000000000003)}
Mass were:     [4.62854504 2.22379873 3.57708738]
Mass are now:  [4.19617452 2.64842766 6.08680041]
Timesteps: 57900, Mean reward: 1363.58
updated ranges:  {'mass': (0.5999999999999996, 1.4000000000000004), 'friction': (0.5999999999999996, 1.4000000000000004)}
Mass were:     [4.19617452 2.64842766 6.08680041]
Mass are now:  [4.1028291  3.6654985  6.92676528]
Timesteps: 58000, Mean reward: 1000.56
updated ranges:  {'mass': (0.5499999999999996, 1.4500000000000004), 'friction': (0.5499999999999996, 1.4500000000000004)}
Mass were:     [4.1028291  3.6654985  6.92676528]
Mass are now:  [2.83673102 1.92425372 6.75903897]
Timesteps: 58100, Mean reward: 1129.58
updated ranges:  {'mass': (0.4999999999999996, 1.5000000000000004), 'friction': (0.4999999999999996, 1.5000000000000004)}
Mass were:     [2.83673102 1.92425372 6.75903897]
Mass are now:  [3.81621724 1.55455056 2.67478129]
Timesteps: 58200, Mean reward: 1218.41
updated ranges:  {'mass': (0.4499999999999996, 1.5500000000000005), 'friction': (0.4499999999999996, 1.5500000000000005)}
Mass were:     [3.81621724 1.55455056 2.67478129]
Mass are now:  [5.87842628 3.44198006 7.64446029]
Timesteps: 58300, Mean reward: 1204.31
updated ranges:  {'mass': (0.39999999999999963, 1.6000000000000005), 'friction': (0.39999999999999963, 1.6000000000000005)}
Mass were:     [5.87842628 3.44198006 7.64446029]
Mass are now:  [2.47277159 2.63742779 5.17455854]
Timesteps: 58400, Mean reward: 1163.27
updated ranges:  {'mass': (0.34999999999999964, 1.6500000000000006), 'friction': (0.34999999999999964, 1.6500000000000006)}
Mass were:     [2.47277159 2.63742779 5.17455854]
Mass are now:  [3.40249891 1.86845539 4.2417412 ]
Timesteps: 58500, Mean reward: 1261.20
updated ranges:  {'mass': (0.29999999999999966, 1.7000000000000006), 'friction': (0.29999999999999966, 1.7000000000000006)}
Mass were:     [3.40249891 1.86845539 4.2417412 ]
Mass are now:  [2.76399642 0.88898067 2.17095583]
Timesteps: 58600, Mean reward: 1336.68
updated ranges:  {'mass': (0.24999999999999967, 1.7500000000000007), 'friction': (0.24999999999999967, 1.7500000000000007)}
Mass were:     [2.76399642 0.88898067 2.17095583]
