nohup: ignoring input
Timesteps: 100, Mean reward: 29.30
Timesteps: 8700, Mean reward: 284.92
Timesteps: 8800, Mean reward: 240.72
Timesteps: 8900, Mean reward: 255.41
Timesteps: 9000, Mean reward: 246.23
Timesteps: 9100, Mean reward: 251.24
Timesteps: 9200, Mean reward: 156.75
Timesteps: 9300, Mean reward: 152.78
Timesteps: 9400, Mean reward: 158.76
Timesteps: 9500, Mean reward: 158.91
Timesteps: 9600, Mean reward: 154.63
Timesteps: 9700, Mean reward: 158.85
Timesteps: 9800, Mean reward: 173.41
Timesteps: 9900, Mean reward: 178.30
Timesteps: 10000, Mean reward: 180.72
Timesteps: 10100, Mean reward: 179.42
Timesteps: 10200, Mean reward: 190.20
Timesteps: 10300, Mean reward: 211.65
Timesteps: 10400, Mean reward: 224.94
Timesteps: 10500, Mean reward: 236.94
Timesteps: 10600, Mean reward: 233.71
Timesteps: 10700, Mean reward: 257.56
Timesteps: 10800, Mean reward: 255.72
Timesteps: 10900, Mean reward: 276.61
Timesteps: 11000, Mean reward: 261.87
Timesteps: 11100, Mean reward: 291.50
Timesteps: 11200, Mean reward: 341.00
Timesteps: 11300, Mean reward: 277.32
Timesteps: 11400, Mean reward: 270.14
Timesteps: 11500, Mean reward: 310.63
Timesteps: 11600, Mean reward: 241.44
Timesteps: 11700, Mean reward: 329.01
Timesteps: 11800, Mean reward: 298.75
Timesteps: 11900, Mean reward: 300.29
Timesteps: 12000, Mean reward: 300.53
Timesteps: 12100, Mean reward: 283.85
Timesteps: 12200, Mean reward: 272.31
Timesteps: 12300, Mean reward: 221.05
Timesteps: 12400, Mean reward: 424.89
Timesteps: 12500, Mean reward: 465.29
Timesteps: 12600, Mean reward: 481.57
Timesteps: 12700, Mean reward: 386.61
Timesteps: 12800, Mean reward: 439.13
Timesteps: 12900, Mean reward: 529.02
Timesteps: 13000, Mean reward: 450.84
Timesteps: 13100, Mean reward: 534.86
Timesteps: 13200, Mean reward: 509.29
Timesteps: 13300, Mean reward: 521.69
Timesteps: 13400, Mean reward: 582.93
Timesteps: 13500, Mean reward: 609.14
Timesteps: 13600, Mean reward: 585.96
Timesteps: 13700, Mean reward: 517.83
Timesteps: 13800, Mean reward: 497.81
Timesteps: 13900, Mean reward: 539.75
Timesteps: 14000, Mean reward: 363.54
Timesteps: 14100, Mean reward: 524.70
Timesteps: 14200, Mean reward: 465.18
Timesteps: 14300, Mean reward: 521.07
Timesteps: 14400, Mean reward: 479.08
Timesteps: 14500, Mean reward: 355.21
Timesteps: 14600, Mean reward: 600.95
Timesteps: 14700, Mean reward: 470.13
Timesteps: 14800, Mean reward: 535.52
Timesteps: 14900, Mean reward: 524.31
Timesteps: 15000, Mean reward: 513.09
Timesteps: 15100, Mean reward: 508.85
Timesteps: 15200, Mean reward: 515.11
Timesteps: 15300, Mean reward: 477.42
Timesteps: 15400, Mean reward: 341.77
Timesteps: 15500, Mean reward: 509.94
Timesteps: 15600, Mean reward: 441.46
Timesteps: 15700, Mean reward: 482.52
Timesteps: 15800, Mean reward: 460.67
Timesteps: 15900, Mean reward: 480.01
Timesteps: 16000, Mean reward: 418.10
Timesteps: 16100, Mean reward: 328.02
Timesteps: 16200, Mean reward: 329.66
Timesteps: 16300, Mean reward: 163.27
Timesteps: 16400, Mean reward: 295.29
Timesteps: 16500, Mean reward: 333.59
Timesteps: 16600, Mean reward: 265.32
Timesteps: 16700, Mean reward: 281.73
Timesteps: 16800, Mean reward: 291.71
Timesteps: 16900, Mean reward: 95.77
Timesteps: 17000, Mean reward: 232.78
Timesteps: 17100, Mean reward: 57.17
Timesteps: 17200, Mean reward: 24.68
Timesteps: 17300, Mean reward: 20.25
Timesteps: 17400, Mean reward: 4.69
Timesteps: 17500, Mean reward: 5.37
Timesteps: 17600, Mean reward: 5.72
Timesteps: 17700, Mean reward: 7.88
Timesteps: 17800, Mean reward: 11.61
Timesteps: 17900, Mean reward: 17.37
Timesteps: 18000, Mean reward: 53.01
Timesteps: 18100, Mean reward: 39.49
Timesteps: 18200, Mean reward: 306.88
Timesteps: 18300, Mean reward: 484.50
Timesteps: 18400, Mean reward: 490.78
Timesteps: 18500, Mean reward: 497.19
Timesteps: 18600, Mean reward: 345.56
Timesteps: 18700, Mean reward: 341.89
Timesteps: 18800, Mean reward: 282.41
Timesteps: 18900, Mean reward: 254.07
Timesteps: 19000, Mean reward: 417.12
Timesteps: 19100, Mean reward: 421.58
Timesteps: 19200, Mean reward: 470.42
Timesteps: 19300, Mean reward: 443.74
Timesteps: 19400, Mean reward: 232.79
Timesteps: 19500, Mean reward: 128.03
Timesteps: 19600, Mean reward: 90.25
Timesteps: 19700, Mean reward: 225.51
Timesteps: 19800, Mean reward: 220.90
Timesteps: 19900, Mean reward: 219.70
Timesteps: 20000, Mean reward: 486.33
Timesteps: 20100, Mean reward: 448.56
Timesteps: 20200, Mean reward: 382.80
Timesteps: 20300, Mean reward: 332.80
Timesteps: 20400, Mean reward: 253.79
Timesteps: 20500, Mean reward: 410.80
Timesteps: 20600, Mean reward: 322.13
Timesteps: 20700, Mean reward: 316.65
Timesteps: 20800, Mean reward: 486.06
Timesteps: 20900, Mean reward: 488.37
Timesteps: 21000, Mean reward: 483.67
Timesteps: 21100, Mean reward: 487.19
Timesteps: 21200, Mean reward: 485.60
Timesteps: 21300, Mean reward: 491.06
Timesteps: 21400, Mean reward: 504.75
Timesteps: 21500, Mean reward: 504.61
Timesteps: 21600, Mean reward: 506.57
Timesteps: 21700, Mean reward: 504.56
Timesteps: 21800, Mean reward: 505.00
Timesteps: 21900, Mean reward: 497.13
Timesteps: 22000, Mean reward: 498.15
Timesteps: 22100, Mean reward: 502.09
Timesteps: 22200, Mean reward: 497.85
Timesteps: 22300, Mean reward: 497.71
Timesteps: 22400, Mean reward: 499.36
Timesteps: 22500, Mean reward: 498.36
Timesteps: 22600, Mean reward: 501.33
Timesteps: 22700, Mean reward: 500.70
Timesteps: 22800, Mean reward: 500.71
Timesteps: 22900, Mean reward: 501.32
Timesteps: 23000, Mean reward: 499.90
Timesteps: 23100, Mean reward: 497.91
Timesteps: 23200, Mean reward: 504.93
Timesteps: 23300, Mean reward: 496.94
Timesteps: 23400, Mean reward: 495.18
Timesteps: 23500, Mean reward: 499.10
Timesteps: 23600, Mean reward: 503.25
Timesteps: 23700, Mean reward: 502.90
Timesteps: 23800, Mean reward: 492.33
Timesteps: 23900, Mean reward: 498.16
Timesteps: 24000, Mean reward: 494.94
Timesteps: 24100, Mean reward: 495.92
Timesteps: 24200, Mean reward: 487.20
Timesteps: 24300, Mean reward: 491.45
Timesteps: 24400, Mean reward: 492.88
Timesteps: 24500, Mean reward: 491.61
Timesteps: 24600, Mean reward: 483.16
Timesteps: 24700, Mean reward: 477.27
Timesteps: 24800, Mean reward: 484.59
Timesteps: 24900, Mean reward: 490.17
Timesteps: 25000, Mean reward: 489.54
Timesteps: 25100, Mean reward: 485.29
Timesteps: 25200, Mean reward: 488.67
Timesteps: 25300, Mean reward: 498.04
Timesteps: 25400, Mean reward: 482.31
Timesteps: 25500, Mean reward: 484.45
Timesteps: 25600, Mean reward: 493.76
Timesteps: 25700, Mean reward: 488.33
Timesteps: 25800, Mean reward: 489.24
Timesteps: 25900, Mean reward: 489.09
Timesteps: 26000, Mean reward: 494.46
Timesteps: 26100, Mean reward: 488.96
Timesteps: 26200, Mean reward: 491.08
Timesteps: 26300, Mean reward: 494.66
Timesteps: 26400, Mean reward: 487.40
Timesteps: 26500, Mean reward: 494.57
Timesteps: 26600, Mean reward: 477.01
Timesteps: 26700, Mean reward: 486.36
Timesteps: 26800, Mean reward: 482.24
Timesteps: 26900, Mean reward: 471.49
Timesteps: 27000, Mean reward: 481.42
Timesteps: 27100, Mean reward: 469.19
Timesteps: 27200, Mean reward: 40.38
Timesteps: 27300, Mean reward: 295.78
Timesteps: 27400, Mean reward: 475.14
Timesteps: 27500, Mean reward: 472.06
Timesteps: 27600, Mean reward: 49.72
Timesteps: 27700, Mean reward: 352.11
Timesteps: 27800, Mean reward: 523.09
Timesteps: 27900, Mean reward: 481.41
Timesteps: 28000, Mean reward: 520.62
Timesteps: 28100, Mean reward: 384.00
Timesteps: 28200, Mean reward: 521.56
Timesteps: 28300, Mean reward: 523.11
Timesteps: 28400, Mean reward: 524.69
Timesteps: 28500, Mean reward: 523.04
Timesteps: 28600, Mean reward: 487.60
Timesteps: 28700, Mean reward: 521.50
Timesteps: 28800, Mean reward: 522.94
Timesteps: 28900, Mean reward: 522.85
Timesteps: 29000, Mean reward: 526.17
Timesteps: 29100, Mean reward: 526.08
Timesteps: 29200, Mean reward: 524.87
Timesteps: 29300, Mean reward: 421.43
Timesteps: 29400, Mean reward: 521.42
Timesteps: 29500, Mean reward: 518.20
Timesteps: 29600, Mean reward: 520.14
Timesteps: 29700, Mean reward: 510.55
Timesteps: 29800, Mean reward: 518.05
Timesteps: 29900, Mean reward: 517.68
Timesteps: 30000, Mean reward: 452.50
Timesteps: 30100, Mean reward: 490.93
Timesteps: 30200, Mean reward: 428.26
Timesteps: 30300, Mean reward: 520.78
Timesteps: 30400, Mean reward: 512.04
Timesteps: 30500, Mean reward: 518.54
Timesteps: 30600, Mean reward: 510.25
Timesteps: 30700, Mean reward: 503.70
Timesteps: 30800, Mean reward: 509.51
Timesteps: 30900, Mean reward: 514.37
Timesteps: 31000, Mean reward: 531.53
Timesteps: 31100, Mean reward: 512.47
Timesteps: 31200, Mean reward: 511.96
Timesteps: 31300, Mean reward: 563.57
Timesteps: 31400, Mean reward: 520.23
Timesteps: 31500, Mean reward: 541.10
Timesteps: 31600, Mean reward: 483.49
Timesteps: 31700, Mean reward: 567.76
Timesteps: 31800, Mean reward: 460.76
Timesteps: 31900, Mean reward: 523.81
Timesteps: 32000, Mean reward: 518.57
Timesteps: 32100, Mean reward: 527.14
Timesteps: 32200, Mean reward: 522.83
Timesteps: 32300, Mean reward: 522.53
Timesteps: 32400, Mean reward: 522.09
Timesteps: 32500, Mean reward: 520.89
Timesteps: 32600, Mean reward: 519.41
Timesteps: 32700, Mean reward: 522.34
Timesteps: 32800, Mean reward: 523.35
Timesteps: 32900, Mean reward: 530.98
Timesteps: 33000, Mean reward: 527.44
Timesteps: 33100, Mean reward: 532.19
Timesteps: 33200, Mean reward: 535.29
Timesteps: 33300, Mean reward: 533.86
Timesteps: 33400, Mean reward: 529.33
Timesteps: 33500, Mean reward: 236.50
Timesteps: 33600, Mean reward: 212.09
Timesteps: 33700, Mean reward: 50.65
Timesteps: 33800, Mean reward: 534.15
Timesteps: 33900, Mean reward: 485.09
Timesteps: 34000, Mean reward: 298.75
Timesteps: 34100, Mean reward: 137.85
Timesteps: 34200, Mean reward: 344.95
Timesteps: 34300, Mean reward: 539.81
Timesteps: 34400, Mean reward: 538.81
Timesteps: 34500, Mean reward: 536.35
Timesteps: 34600, Mean reward: 541.29
Timesteps: 34700, Mean reward: 535.90
Timesteps: 34800, Mean reward: 538.30
Timesteps: 34900, Mean reward: 539.61
Timesteps: 35000, Mean reward: 539.85
Timesteps: 35100, Mean reward: 542.64
Timesteps: 35200, Mean reward: 542.72
Timesteps: 35300, Mean reward: 536.81
Timesteps: 35400, Mean reward: 534.51
Timesteps: 35500, Mean reward: 531.90
Timesteps: 35600, Mean reward: 534.66
Timesteps: 35700, Mean reward: 535.70
Timesteps: 35800, Mean reward: 543.16
Timesteps: 35900, Mean reward: 552.50
Timesteps: 36000, Mean reward: 586.19
Timesteps: 36100, Mean reward: 555.17
Timesteps: 36200, Mean reward: 558.24
Timesteps: 36300, Mean reward: 624.04
Timesteps: 36400, Mean reward: 553.13
Timesteps: 36500, Mean reward: 544.95
Timesteps: 36600, Mean reward: 552.35
Timesteps: 36700, Mean reward: 492.40
Timesteps: 36800, Mean reward: 489.74
Timesteps: 36900, Mean reward: 544.94
Timesteps: 37000, Mean reward: 568.94
Timesteps: 37100, Mean reward: 559.21
Timesteps: 37200, Mean reward: 522.58
Timesteps: 37300, Mean reward: 642.57
Timesteps: 37400, Mean reward: 623.06
Timesteps: 37500, Mean reward: 630.44
Timesteps: 37600, Mean reward: 547.10
Timesteps: 37700, Mean reward: 595.13
Timesteps: 37800, Mean reward: 509.38
Timesteps: 37900, Mean reward: 579.60
Timesteps: 38000, Mean reward: 585.12
Timesteps: 38100, Mean reward: 569.07
Timesteps: 38200, Mean reward: 545.87
Timesteps: 38300, Mean reward: 591.20
Timesteps: 38400, Mean reward: 562.34
Timesteps: 38500, Mean reward: 574.36
Timesteps: 38600, Mean reward: 561.82
Timesteps: 38700, Mean reward: 547.45
Timesteps: 38800, Mean reward: 562.05
Timesteps: 38900, Mean reward: 560.37
Timesteps: 39000, Mean reward: 555.89
Timesteps: 39100, Mean reward: 552.84
Timesteps: 39200, Mean reward: 570.09
Timesteps: 39300, Mean reward: 523.37
Timesteps: 39400, Mean reward: 595.61
Timesteps: 39500, Mean reward: 579.32
Timesteps: 39600, Mean reward: 513.97
Timesteps: 39700, Mean reward: 573.14
Timesteps: 39800, Mean reward: 535.07
Timesteps: 39900, Mean reward: 626.31
Timesteps: 40000, Mean reward: 560.09
Timesteps: 40100, Mean reward: 452.29
Timesteps: 40200, Mean reward: 476.86
Timesteps: 40300, Mean reward: 389.93
Timesteps: 40400, Mean reward: 542.55
Timesteps: 40500, Mean reward: 542.89
Timesteps: 40600, Mean reward: 571.20
Timesteps: 40700, Mean reward: 551.31
Timesteps: 40800, Mean reward: 527.31
Timesteps: 40900, Mean reward: 549.40
Timesteps: 41000, Mean reward: 551.57
Timesteps: 41100, Mean reward: 539.65
Timesteps: 41200, Mean reward: 549.33
Timesteps: 41300, Mean reward: 543.66
Timesteps: 41400, Mean reward: 553.45
Timesteps: 41500, Mean reward: 553.11
Timesteps: 41600, Mean reward: 510.04
Timesteps: 41700, Mean reward: 526.76
Timesteps: 41800, Mean reward: 526.15
Timesteps: 41900, Mean reward: 528.33
Timesteps: 42000, Mean reward: 536.34
Timesteps: 42100, Mean reward: 531.07
Timesteps: 42200, Mean reward: 536.04
Timesteps: 42300, Mean reward: 536.93
Timesteps: 42400, Mean reward: 532.80
Timesteps: 42500, Mean reward: 521.13
Timesteps: 42600, Mean reward: 529.80
Timesteps: 42700, Mean reward: 520.21
Timesteps: 42800, Mean reward: 524.83
Timesteps: 42900, Mean reward: 522.18
Timesteps: 43000, Mean reward: 521.51
Timesteps: 43100, Mean reward: 519.53
Timesteps: 43200, Mean reward: 522.76
Timesteps: 43300, Mean reward: 519.01
Timesteps: 43400, Mean reward: 523.14
Timesteps: 43500, Mean reward: 516.77
Timesteps: 43600, Mean reward: 518.22
Timesteps: 43700, Mean reward: 519.82
Timesteps: 43800, Mean reward: 517.93
Timesteps: 43900, Mean reward: 515.06
Timesteps: 44000, Mean reward: 516.60
Timesteps: 44100, Mean reward: 504.88
Timesteps: 44200, Mean reward: 503.42
Timesteps: 44300, Mean reward: 500.00
Timesteps: 44400, Mean reward: 491.39
Timesteps: 44500, Mean reward: 481.91
Timesteps: 44600, Mean reward: 491.10
Timesteps: 44700, Mean reward: 486.13
Timesteps: 44800, Mean reward: 356.49
Timesteps: 44900, Mean reward: 490.92
Timesteps: 45000, Mean reward: 490.26
Timesteps: 45100, Mean reward: 480.10
Timesteps: 45200, Mean reward: 496.08
Timesteps: 45300, Mean reward: 504.76
Timesteps: 45400, Mean reward: 509.03
Timesteps: 45500, Mean reward: 510.23
Timesteps: 45600, Mean reward: 512.47
Timesteps: 45700, Mean reward: 510.55
Timesteps: 45800, Mean reward: 522.04
Timesteps: 45900, Mean reward: 515.47
Timesteps: 46000, Mean reward: 518.67
Timesteps: 46100, Mean reward: 528.97
Timesteps: 46200, Mean reward: 530.68
Timesteps: 46300, Mean reward: 533.12
Timesteps: 46400, Mean reward: 530.17
Timesteps: 46500, Mean reward: 536.32
Timesteps: 46600, Mean reward: 506.18
Timesteps: 46700, Mean reward: 524.38
Timesteps: 46800, Mean reward: 541.43
Timesteps: 46900, Mean reward: 524.21
Timesteps: 47000, Mean reward: 546.64
Timesteps: 47100, Mean reward: 529.20
Timesteps: 47200, Mean reward: 536.61
Timesteps: 47300, Mean reward: 534.33
Timesteps: 47400, Mean reward: 535.84
Timesteps: 47500, Mean reward: 529.45
Timesteps: 47600, Mean reward: 527.81
Timesteps: 47700, Mean reward: 532.49
Timesteps: 47800, Mean reward: 530.03
Timesteps: 47900, Mean reward: 526.05
Timesteps: 48000, Mean reward: 528.45
Timesteps: 48100, Mean reward: 529.57
Timesteps: 48200, Mean reward: 528.70
Timesteps: 48300, Mean reward: 531.48
Timesteps: 48400, Mean reward: 528.77
Timesteps: 48500, Mean reward: 532.95
Timesteps: 48600, Mean reward: 529.72
Timesteps: 48700, Mean reward: 527.54
Timesteps: 48800, Mean reward: 432.04
Timesteps: 48900, Mean reward: 528.04
Timesteps: 49000, Mean reward: 526.56
Timesteps: 49100, Mean reward: 526.83
Timesteps: 49200, Mean reward: 529.57
Timesteps: 49300, Mean reward: 523.96
Timesteps: 49400, Mean reward: 531.59
Timesteps: 49500, Mean reward: 529.47
Timesteps: 49600, Mean reward: 528.64
Timesteps: 49700, Mean reward: 535.50
Timesteps: 49800, Mean reward: 533.36
Timesteps: 49900, Mean reward: 539.40
Timesteps: 50000, Mean reward: 538.98
Timesteps: 50100, Mean reward: 535.43
Timesteps: 50200, Mean reward: 537.15
Timesteps: 50300, Mean reward: 533.85
Timesteps: 50400, Mean reward: 530.63
Timesteps: 50500, Mean reward: 535.09
Timesteps: 50600, Mean reward: 534.11
Timesteps: 50700, Mean reward: 536.46
Timesteps: 50800, Mean reward: 538.05
Timesteps: 50900, Mean reward: 532.60
Timesteps: 51000, Mean reward: 538.67
Timesteps: 51100, Mean reward: 536.27
Timesteps: 51200, Mean reward: 512.87
Timesteps: 51300, Mean reward: 454.35
Timesteps: 51400, Mean reward: 531.61
Timesteps: 51500, Mean reward: 529.95
Timesteps: 51600, Mean reward: 521.28
Timesteps: 51700, Mean reward: 515.95
Timesteps: 51800, Mean reward: 491.99
Timesteps: 51900, Mean reward: 123.69
Timesteps: 52000, Mean reward: 510.81
Timesteps: 52100, Mean reward: 525.65
Timesteps: 52200, Mean reward: 515.24
Timesteps: 52300, Mean reward: 509.54
Timesteps: 52400, Mean reward: 499.67
Timesteps: 52500, Mean reward: 517.83
Timesteps: 52600, Mean reward: 518.37
Timesteps: 52700, Mean reward: 544.38
Timesteps: 52800, Mean reward: 484.50
Timesteps: 52900, Mean reward: 509.62
Timesteps: 53000, Mean reward: 513.77
Timesteps: 53100, Mean reward: 368.37
Timesteps: 53200, Mean reward: 514.06
Timesteps: 53300, Mean reward: 513.62
Timesteps: 53400, Mean reward: 508.43
Timesteps: 53500, Mean reward: 515.99
Timesteps: 53600, Mean reward: 487.67
Timesteps: 53700, Mean reward: 167.92
Timesteps: 53800, Mean reward: 525.07
Timesteps: 53900, Mean reward: 401.98
Timesteps: 54000, Mean reward: 512.10
Timesteps: 54100, Mean reward: 128.22
Timesteps: 54200, Mean reward: 117.20
Timesteps: 54300, Mean reward: 508.01
Timesteps: 54400, Mean reward: 513.16
Timesteps: 54500, Mean reward: 509.06
Timesteps: 54600, Mean reward: 506.16
Timesteps: 54700, Mean reward: 141.48
Timesteps: 54800, Mean reward: 501.19
Timesteps: 54900, Mean reward: 141.02
Timesteps: 55000, Mean reward: 488.23
Timesteps: 55100, Mean reward: 491.25
Timesteps: 55200, Mean reward: 311.89
Timesteps: 55300, Mean reward: 458.09
Timesteps: 55400, Mean reward: 150.67
Timesteps: 55500, Mean reward: 129.12
Timesteps: 55600, Mean reward: 144.31
Timesteps: 55700, Mean reward: 243.58
Timesteps: 55800, Mean reward: 340.48
Timesteps: 55900, Mean reward: 498.52
Timesteps: 56000, Mean reward: 357.47
Timesteps: 56100, Mean reward: 109.40
Timesteps: 56200, Mean reward: 444.04
Timesteps: 56300, Mean reward: 515.78
Timesteps: 56400, Mean reward: 517.29
Timesteps: 56500, Mean reward: 437.41
Timesteps: 56600, Mean reward: 517.46
Timesteps: 56700, Mean reward: 521.63
Timesteps: 56800, Mean reward: 524.77
Timesteps: 56900, Mean reward: 522.93
Timesteps: 57000, Mean reward: 527.89
Timesteps: 57100, Mean reward: 528.71
Timesteps: 57200, Mean reward: 529.35
Timesteps: 57300, Mean reward: 535.08
Timesteps: 57400, Mean reward: 517.70
Timesteps: 57500, Mean reward: 472.71
Timesteps: 57600, Mean reward: 585.88
Timesteps: 57700, Mean reward: 538.61
Timesteps: 57800, Mean reward: 533.32
Timesteps: 57900, Mean reward: 229.00
Timesteps: 58000, Mean reward: 594.33
Timesteps: 58100, Mean reward: 545.99
Timesteps: 58200, Mean reward: 589.25
Timesteps: 58300, Mean reward: 481.31
Timesteps: 58400, Mean reward: 523.92
Timesteps: 58500, Mean reward: 434.97
Timesteps: 58600, Mean reward: 447.75
Timesteps: 58700, Mean reward: 535.60
Timesteps: 58800, Mean reward: 181.96
Timesteps: 58900, Mean reward: 15.72
Timesteps: 59000, Mean reward: 363.63
Timesteps: 59100, Mean reward: 588.63
Timesteps: 59200, Mean reward: 639.04
Timesteps: 59300, Mean reward: 499.52
Timesteps: 59400, Mean reward: 492.43
Timesteps: 59500, Mean reward: 360.30
Timesteps: 59600, Mean reward: 363.14
Timesteps: 59700, Mean reward: 305.59
Timesteps: 59800, Mean reward: 307.74
Timesteps: 59900, Mean reward: 362.48
Timesteps: 60000, Mean reward: 321.63
Timesteps: 60100, Mean reward: 284.88
Timesteps: 60200, Mean reward: 303.71
Timesteps: 60300, Mean reward: 313.90
Timesteps: 60400, Mean reward: 324.84
Timesteps: 60500, Mean reward: 494.70
Timesteps: 60600, Mean reward: 419.09
Timesteps: 60700, Mean reward: 413.67
Timesteps: 60800, Mean reward: 634.52
Timesteps: 60900, Mean reward: 432.16
Timesteps: 61000, Mean reward: 546.96
Timesteps: 61100, Mean reward: 534.28
Timesteps: 61200, Mean reward: 539.62
Timesteps: 61300, Mean reward: 561.05
Timesteps: 61400, Mean reward: 515.67
Timesteps: 61500, Mean reward: 515.88
Timesteps: 61600, Mean reward: 516.07
Timesteps: 61700, Mean reward: 512.35
Timesteps: 61800, Mean reward: 534.19
Timesteps: 61900, Mean reward: 519.83
Timesteps: 62000, Mean reward: 521.07
Timesteps: 62100, Mean reward: 522.73
Timesteps: 62200, Mean reward: 528.11
Timesteps: 62300, Mean reward: 530.50
Timesteps: 62400, Mean reward: 527.64
Timesteps: 62500, Mean reward: 547.20
Timesteps: 62600, Mean reward: 542.68
Timesteps: 62700, Mean reward: 543.61
Timesteps: 62800, Mean reward: 542.57
Timesteps: 62900, Mean reward: 543.07
Timesteps: 63000, Mean reward: 544.94
Timesteps: 63100, Mean reward: 543.85
Timesteps: 63200, Mean reward: 544.91
Timesteps: 63300, Mean reward: 544.27
Timesteps: 63400, Mean reward: 544.27
Timesteps: 63500, Mean reward: 543.43
Timesteps: 63600, Mean reward: 542.09
Timesteps: 63700, Mean reward: 540.47
Timesteps: 63800, Mean reward: 547.50
Timesteps: 63900, Mean reward: 554.51
Timesteps: 64000, Mean reward: 540.28
Timesteps: 64100, Mean reward: 541.79
Timesteps: 64200, Mean reward: 541.81
Timesteps: 64300, Mean reward: 555.70
Timesteps: 64400, Mean reward: 537.77
Timesteps: 64500, Mean reward: 540.58
Timesteps: 64600, Mean reward: 553.48
Timesteps: 64700, Mean reward: 542.27
Timesteps: 64800, Mean reward: 540.04
Timesteps: 64900, Mean reward: 574.80
Timesteps: 65000, Mean reward: 557.56
Timesteps: 65100, Mean reward: 560.05
Timesteps: 65200, Mean reward: 565.10
Timesteps: 65300, Mean reward: 559.30
Timesteps: 65400, Mean reward: 575.26
Timesteps: 65500, Mean reward: 334.55
Timesteps: 65600, Mean reward: 533.32
Timesteps: 65700, Mean reward: 525.46
Timesteps: 65800, Mean reward: 538.45
Timesteps: 65900, Mean reward: 535.89
Timesteps: 66000, Mean reward: 538.13
Timesteps: 66100, Mean reward: 555.33
Timesteps: 66200, Mean reward: 528.48
Timesteps: 66300, Mean reward: 536.38
Timesteps: 66400, Mean reward: 537.82
Timesteps: 66500, Mean reward: 531.35
