nohup: ignoring input
Timesteps: 100, Mean reward: 26.06
Timesteps: 8300, Mean reward: 322.99
Timesteps: 8400, Mean reward: 313.84
Timesteps: 8500, Mean reward: 325.85
Timesteps: 8600, Mean reward: 304.09
Timesteps: 8700, Mean reward: 419.86
Timesteps: 8800, Mean reward: 325.60
Timesteps: 8900, Mean reward: 317.07
Timesteps: 9000, Mean reward: 328.03
Timesteps: 9100, Mean reward: 342.33
Timesteps: 9200, Mean reward: 312.64
Timesteps: 9300, Mean reward: 322.68
Timesteps: 9400, Mean reward: 299.86
Timesteps: 9500, Mean reward: 325.46
Timesteps: 9600, Mean reward: 298.02
Timesteps: 9700, Mean reward: 295.39
Timesteps: 9800, Mean reward: 300.51
Timesteps: 9900, Mean reward: 288.55
Timesteps: 10000, Mean reward: 299.12
Timesteps: 10100, Mean reward: 282.96
Timesteps: 10200, Mean reward: 294.92
Timesteps: 10300, Mean reward: 299.12
Timesteps: 10400, Mean reward: 292.02
Timesteps: 10500, Mean reward: 280.74
Timesteps: 10600, Mean reward: 286.72
Timesteps: 10700, Mean reward: 286.38
Timesteps: 10800, Mean reward: 268.83
Timesteps: 10900, Mean reward: 279.84
Timesteps: 11000, Mean reward: 302.12
Timesteps: 11100, Mean reward: 284.86
Timesteps: 11200, Mean reward: 277.23
Timesteps: 11300, Mean reward: 279.60
Timesteps: 11400, Mean reward: 310.55
Timesteps: 11500, Mean reward: 292.07
Timesteps: 11600, Mean reward: 268.96
Timesteps: 11700, Mean reward: 300.66
Timesteps: 11800, Mean reward: 291.80
Timesteps: 11900, Mean reward: 272.07
Timesteps: 12000, Mean reward: 269.08
Timesteps: 12100, Mean reward: 258.75
Timesteps: 12200, Mean reward: 255.32
Timesteps: 12300, Mean reward: 270.51
Timesteps: 12400, Mean reward: 270.64
Timesteps: 12500, Mean reward: 261.25
Timesteps: 12600, Mean reward: 323.93
Timesteps: 12700, Mean reward: 288.78
Timesteps: 12800, Mean reward: 316.92
Timesteps: 12900, Mean reward: 344.33
Timesteps: 13000, Mean reward: 330.48
Timesteps: 13100, Mean reward: 188.85
Timesteps: 13200, Mean reward: 125.36
Timesteps: 13300, Mean reward: 242.41
Timesteps: 13400, Mean reward: 251.71
Timesteps: 13500, Mean reward: 224.60
Timesteps: 13600, Mean reward: 95.80
Timesteps: 13700, Mean reward: 268.53
Timesteps: 13800, Mean reward: 102.76
Timesteps: 13900, Mean reward: 246.19
Timesteps: 14000, Mean reward: 311.10
Timesteps: 14100, Mean reward: 399.04
Timesteps: 14200, Mean reward: 366.82
Timesteps: 14300, Mean reward: 377.46
Timesteps: 14400, Mean reward: 360.72
Timesteps: 14500, Mean reward: 125.31
Timesteps: 14600, Mean reward: 89.65
Timesteps: 14700, Mean reward: 22.88
Timesteps: 14800, Mean reward: 4.82
Timesteps: 14900, Mean reward: 6.18
Timesteps: 15000, Mean reward: 6.57
Timesteps: 15100, Mean reward: 23.91
Timesteps: 15200, Mean reward: 122.15
Timesteps: 15300, Mean reward: 25.20
Timesteps: 15400, Mean reward: 165.84
Timesteps: 15500, Mean reward: 425.65
Timesteps: 15600, Mean reward: 256.19
Timesteps: 15700, Mean reward: 12.42
Timesteps: 15800, Mean reward: 358.21
Timesteps: 15900, Mean reward: 178.96
Timesteps: 16000, Mean reward: 41.67
Timesteps: 16100, Mean reward: 260.64
Timesteps: 16200, Mean reward: 39.91
Timesteps: 16300, Mean reward: 75.23
Timesteps: 16400, Mean reward: 133.41
Timesteps: 16500, Mean reward: 349.30
Timesteps: 16600, Mean reward: 315.93
Timesteps: 16700, Mean reward: 370.45
Timesteps: 16800, Mean reward: 424.54
Timesteps: 16900, Mean reward: 390.46
Timesteps: 17000, Mean reward: 333.80
Timesteps: 17100, Mean reward: 340.95
Timesteps: 17200, Mean reward: 73.46
Timesteps: 17300, Mean reward: 114.70
Timesteps: 17400, Mean reward: 462.46
Timesteps: 17500, Mean reward: 388.03
Timesteps: 17600, Mean reward: 453.55
Timesteps: 17700, Mean reward: 468.91
Timesteps: 17800, Mean reward: 446.87
Timesteps: 17900, Mean reward: 480.91
Timesteps: 18000, Mean reward: 515.65
Timesteps: 18100, Mean reward: 353.69
Timesteps: 18200, Mean reward: 298.73
Timesteps: 18300, Mean reward: 330.27
Timesteps: 18400, Mean reward: 380.69
Timesteps: 18500, Mean reward: 286.91
Timesteps: 18600, Mean reward: 352.98
Timesteps: 18700, Mean reward: 268.66
Timesteps: 18800, Mean reward: 348.18
Timesteps: 18900, Mean reward: 474.23
Timesteps: 19000, Mean reward: 340.42
Timesteps: 19100, Mean reward: 318.66
Timesteps: 19200, Mean reward: 205.56
Timesteps: 19300, Mean reward: 455.25
Timesteps: 19400, Mean reward: 502.64
Timesteps: 19500, Mean reward: 512.56
Timesteps: 19600, Mean reward: 391.58
Timesteps: 19700, Mean reward: 364.53
Timesteps: 19800, Mean reward: 429.06
Timesteps: 19900, Mean reward: 437.07
Timesteps: 20000, Mean reward: 320.02
Timesteps: 20100, Mean reward: 584.48
Timesteps: 20200, Mean reward: 142.29
Timesteps: 20300, Mean reward: 317.89
Timesteps: 20400, Mean reward: 464.20
Timesteps: 20500, Mean reward: 356.02
Timesteps: 20600, Mean reward: 270.61
Timesteps: 20700, Mean reward: 246.86
Timesteps: 20800, Mean reward: 248.58
Timesteps: 20900, Mean reward: 252.15
Timesteps: 21000, Mean reward: 250.20
Timesteps: 21100, Mean reward: 258.46
Timesteps: 21200, Mean reward: 223.81
Timesteps: 21300, Mean reward: 251.86
Timesteps: 21400, Mean reward: 219.14
Timesteps: 21500, Mean reward: 236.49
Timesteps: 21600, Mean reward: 223.85
Timesteps: 21700, Mean reward: 219.57
Timesteps: 21800, Mean reward: 221.62
Timesteps: 21900, Mean reward: 217.64
Timesteps: 22000, Mean reward: 221.16
Timesteps: 22100, Mean reward: 260.97
Timesteps: 22200, Mean reward: 268.33
Timesteps: 22300, Mean reward: 253.13
Timesteps: 22400, Mean reward: 357.92
Timesteps: 22500, Mean reward: 267.97
Timesteps: 22600, Mean reward: 216.22
Timesteps: 22700, Mean reward: 255.90
Timesteps: 22800, Mean reward: 439.45
Timesteps: 22900, Mean reward: 194.75
Timesteps: 23000, Mean reward: 502.68
Timesteps: 23100, Mean reward: 285.47
Timesteps: 23200, Mean reward: 453.29
Timesteps: 23300, Mean reward: 418.37
Timesteps: 23400, Mean reward: 507.23
Timesteps: 23500, Mean reward: 480.92
Timesteps: 23600, Mean reward: 435.23
Timesteps: 23700, Mean reward: 537.41
Timesteps: 23800, Mean reward: 191.40
Timesteps: 23900, Mean reward: 417.06
Timesteps: 24000, Mean reward: 461.82
Timesteps: 24100, Mean reward: 329.45
Timesteps: 24200, Mean reward: 378.04
Timesteps: 24300, Mean reward: 410.78
Timesteps: 24400, Mean reward: 415.89
Timesteps: 24500, Mean reward: 167.81
Timesteps: 24600, Mean reward: 444.97
Timesteps: 24700, Mean reward: 521.53
Timesteps: 24800, Mean reward: 491.67
Timesteps: 24900, Mean reward: 503.00
Timesteps: 25000, Mean reward: 538.78
Timesteps: 25100, Mean reward: 521.70
Timesteps: 25200, Mean reward: 554.99
Timesteps: 25300, Mean reward: 494.74
Timesteps: 25400, Mean reward: 520.16
Timesteps: 25500, Mean reward: 425.24
Timesteps: 25600, Mean reward: 533.41
Timesteps: 25700, Mean reward: 516.41
Timesteps: 25800, Mean reward: 505.31
Timesteps: 25900, Mean reward: 477.23
Timesteps: 26000, Mean reward: 432.87
Timesteps: 26100, Mean reward: 443.55
Timesteps: 26200, Mean reward: 564.84
Timesteps: 26300, Mean reward: 415.87
Timesteps: 26400, Mean reward: 587.84
Timesteps: 26500, Mean reward: 467.03
Timesteps: 26600, Mean reward: 435.84
Timesteps: 26700, Mean reward: 414.45
Timesteps: 26800, Mean reward: 349.35
Timesteps: 26900, Mean reward: 486.46
Timesteps: 27000, Mean reward: 421.11
Timesteps: 27100, Mean reward: 458.81
Timesteps: 27200, Mean reward: 589.77
Timesteps: 27300, Mean reward: 550.36
Timesteps: 27400, Mean reward: 518.71
Timesteps: 27500, Mean reward: 575.08
Timesteps: 27600, Mean reward: 588.67
Timesteps: 27700, Mean reward: 600.57
Timesteps: 27800, Mean reward: 569.02
Timesteps: 27900, Mean reward: 569.49
Timesteps: 28000, Mean reward: 578.18
Timesteps: 28100, Mean reward: 564.12
Timesteps: 28200, Mean reward: 568.97
Timesteps: 28300, Mean reward: 602.10
Timesteps: 28400, Mean reward: 566.73
Timesteps: 28500, Mean reward: 556.75
Timesteps: 28600, Mean reward: 557.31
Timesteps: 28700, Mean reward: 561.64
Timesteps: 28800, Mean reward: 546.92
Timesteps: 28900, Mean reward: 556.21
Timesteps: 29000, Mean reward: 567.37
Timesteps: 29100, Mean reward: 561.08
Timesteps: 29200, Mean reward: 561.70
Timesteps: 29300, Mean reward: 592.38
Timesteps: 29400, Mean reward: 567.49
Timesteps: 29500, Mean reward: 569.93
Timesteps: 29600, Mean reward: 567.36
Timesteps: 29700, Mean reward: 562.02
Timesteps: 29800, Mean reward: 567.90
Timesteps: 29900, Mean reward: 575.34
Timesteps: 30000, Mean reward: 565.24
Timesteps: 30100, Mean reward: 566.02
Timesteps: 30200, Mean reward: 534.54
Timesteps: 30300, Mean reward: 563.30
Timesteps: 30400, Mean reward: 559.70
Timesteps: 30500, Mean reward: 555.56
Timesteps: 30600, Mean reward: 556.49
Timesteps: 30700, Mean reward: 564.19
Timesteps: 30800, Mean reward: 555.87
Timesteps: 30900, Mean reward: 540.67
Timesteps: 31000, Mean reward: 552.44
Timesteps: 31100, Mean reward: 551.15
Timesteps: 31200, Mean reward: 550.69
Timesteps: 31300, Mean reward: 548.42
Timesteps: 31400, Mean reward: 551.76
Timesteps: 31500, Mean reward: 552.48
Timesteps: 31600, Mean reward: 552.13
Timesteps: 31700, Mean reward: 520.90
Timesteps: 31800, Mean reward: 552.40
Timesteps: 31900, Mean reward: 558.32
Timesteps: 32000, Mean reward: 549.87
Timesteps: 32100, Mean reward: 550.19
Timesteps: 32200, Mean reward: 510.92
Timesteps: 32300, Mean reward: 551.66
Timesteps: 32400, Mean reward: 558.49
Timesteps: 32500, Mean reward: 103.82
Timesteps: 32600, Mean reward: 553.62
Timesteps: 32700, Mean reward: 546.04
Timesteps: 32800, Mean reward: 550.13
Timesteps: 32900, Mean reward: 555.46
Timesteps: 33000, Mean reward: 543.30
Timesteps: 33100, Mean reward: 245.19
Timesteps: 33200, Mean reward: 508.91
Timesteps: 33300, Mean reward: 558.94
Timesteps: 33400, Mean reward: 309.78
Timesteps: 33500, Mean reward: 525.96
Timesteps: 33600, Mean reward: 487.80
Timesteps: 33700, Mean reward: 512.42
Timesteps: 33800, Mean reward: 524.85
Timesteps: 33900, Mean reward: 531.12
Timesteps: 34000, Mean reward: 525.15
Timesteps: 34100, Mean reward: 524.97
Timesteps: 34200, Mean reward: 519.47
Timesteps: 34300, Mean reward: 540.41
Timesteps: 34400, Mean reward: 471.70
Timesteps: 34500, Mean reward: 561.33
Timesteps: 34600, Mean reward: 539.21
Timesteps: 34700, Mean reward: 328.47
Timesteps: 34800, Mean reward: 551.87
Timesteps: 34900, Mean reward: 508.23
Timesteps: 35000, Mean reward: 550.38
Timesteps: 35100, Mean reward: 480.61
Timesteps: 35200, Mean reward: 486.63
Timesteps: 35300, Mean reward: 514.08
Timesteps: 35400, Mean reward: 504.68
Timesteps: 35500, Mean reward: 501.64
Timesteps: 35600, Mean reward: 509.21
Timesteps: 35700, Mean reward: 376.97
Timesteps: 35800, Mean reward: 406.71
Timesteps: 35900, Mean reward: 499.68
Timesteps: 36000, Mean reward: 502.92
Timesteps: 36100, Mean reward: 498.79
Timesteps: 36200, Mean reward: 502.13
Timesteps: 36300, Mean reward: 485.74
Timesteps: 36400, Mean reward: 450.62
Timesteps: 36500, Mean reward: 506.01
Timesteps: 36600, Mean reward: 455.69
Timesteps: 36700, Mean reward: 484.21
Timesteps: 36800, Mean reward: 483.72
Timesteps: 36900, Mean reward: 473.10
Timesteps: 37000, Mean reward: 482.93
Timesteps: 37100, Mean reward: 460.97
Timesteps: 37200, Mean reward: 427.18
Timesteps: 37300, Mean reward: 477.89
Timesteps: 37400, Mean reward: 474.44
Timesteps: 37500, Mean reward: 464.64
Timesteps: 37600, Mean reward: 489.09
Timesteps: 37700, Mean reward: 483.84
Timesteps: 37800, Mean reward: 429.99
Timesteps: 37900, Mean reward: 502.58
Timesteps: 38000, Mean reward: 100.65
Timesteps: 38100, Mean reward: 484.53
Timesteps: 38200, Mean reward: 416.17
Timesteps: 38300, Mean reward: 530.52
Timesteps: 38400, Mean reward: 505.38
Timesteps: 38500, Mean reward: 475.34
Timesteps: 38600, Mean reward: 477.92
Timesteps: 38700, Mean reward: 461.71
Timesteps: 38800, Mean reward: 502.66
Timesteps: 38900, Mean reward: 533.74
Timesteps: 39000, Mean reward: 491.42
Timesteps: 39100, Mean reward: 509.77
Timesteps: 39200, Mean reward: 538.70
Timesteps: 39300, Mean reward: 510.56
Timesteps: 39400, Mean reward: 512.95
Timesteps: 39500, Mean reward: 448.97
Timesteps: 39600, Mean reward: 528.45
Timesteps: 39700, Mean reward: 523.03
Timesteps: 39800, Mean reward: 402.02
Timesteps: 39900, Mean reward: 401.36
Timesteps: 40000, Mean reward: 488.90
Timesteps: 40100, Mean reward: 519.94
Timesteps: 40200, Mean reward: 508.79
Timesteps: 40300, Mean reward: 538.15
Timesteps: 40400, Mean reward: 526.20
Timesteps: 40500, Mean reward: 522.43
Timesteps: 40600, Mean reward: 524.55
Timesteps: 40700, Mean reward: 550.03
Timesteps: 40800, Mean reward: 560.73
Timesteps: 40900, Mean reward: 532.76
Timesteps: 41000, Mean reward: 436.34
Timesteps: 41100, Mean reward: 307.59
Timesteps: 41200, Mean reward: 332.55
Timesteps: 41300, Mean reward: 170.88
Timesteps: 41400, Mean reward: 500.62
Timesteps: 41500, Mean reward: 637.50
Timesteps: 41600, Mean reward: 531.59
Timesteps: 41700, Mean reward: 548.53
Timesteps: 41800, Mean reward: 550.39
Timesteps: 41900, Mean reward: 558.52
Timesteps: 42000, Mean reward: 538.56
Timesteps: 42100, Mean reward: 541.72
Timesteps: 42200, Mean reward: 520.25
Timesteps: 42300, Mean reward: 496.20
Timesteps: 42400, Mean reward: 497.46
Timesteps: 42500, Mean reward: 531.22
Timesteps: 42600, Mean reward: 535.68
Timesteps: 42700, Mean reward: 539.74
Timesteps: 42800, Mean reward: 377.64
Timesteps: 42900, Mean reward: 491.52
Timesteps: 43000, Mean reward: 306.73
Timesteps: 43100, Mean reward: 503.08
Timesteps: 43200, Mean reward: 540.64
Timesteps: 43300, Mean reward: 540.72
Timesteps: 43400, Mean reward: 539.90
Timesteps: 43500, Mean reward: 387.96
Timesteps: 43600, Mean reward: 542.14
Timesteps: 43700, Mean reward: 541.72
Timesteps: 43800, Mean reward: 542.60
Timesteps: 43900, Mean reward: 542.26
Timesteps: 44000, Mean reward: 542.61
Timesteps: 44100, Mean reward: 544.05
Timesteps: 44200, Mean reward: 544.42
Timesteps: 44300, Mean reward: 542.50
Timesteps: 44400, Mean reward: 456.90
Timesteps: 44500, Mean reward: 544.92
Timesteps: 44600, Mean reward: 569.67
Timesteps: 44700, Mean reward: 470.31
Timesteps: 44800, Mean reward: 542.97
Timesteps: 44900, Mean reward: 547.88
Timesteps: 45000, Mean reward: 546.05
Timesteps: 45100, Mean reward: 544.77
Timesteps: 45200, Mean reward: 544.65
Timesteps: 45300, Mean reward: 546.43
Timesteps: 45400, Mean reward: 521.46
Timesteps: 45500, Mean reward: 538.50
Timesteps: 45600, Mean reward: 513.03
Timesteps: 45700, Mean reward: 546.97
Timesteps: 45800, Mean reward: 544.24
Timesteps: 45900, Mean reward: 524.19
Timesteps: 46000, Mean reward: 543.08
Timesteps: 46100, Mean reward: 491.41
Timesteps: 46200, Mean reward: 555.51
Timesteps: 46300, Mean reward: 466.85
Timesteps: 46400, Mean reward: 463.64
Timesteps: 46500, Mean reward: 424.34
Timesteps: 46600, Mean reward: 382.37
Timesteps: 46700, Mean reward: 353.61
Timesteps: 46800, Mean reward: 497.42
Timesteps: 46900, Mean reward: 457.53
Timesteps: 47000, Mean reward: 554.25
Timesteps: 47100, Mean reward: 616.59
Timesteps: 47200, Mean reward: 259.74
Timesteps: 47300, Mean reward: 603.58
Timesteps: 47400, Mean reward: 508.89
Timesteps: 47500, Mean reward: 562.36
Timesteps: 47600, Mean reward: 533.31
Timesteps: 47700, Mean reward: 568.92
Timesteps: 47800, Mean reward: 586.84
Timesteps: 47900, Mean reward: 592.08
Timesteps: 48000, Mean reward: 595.40
Timesteps: 48100, Mean reward: 600.20
Timesteps: 48200, Mean reward: 512.56
Timesteps: 48300, Mean reward: 409.62
Timesteps: 48400, Mean reward: 602.22
Timesteps: 48500, Mean reward: 686.29
Timesteps: 48600, Mean reward: 600.71
Timesteps: 48700, Mean reward: 463.30
Timesteps: 48800, Mean reward: 591.16
Timesteps: 48900, Mean reward: 579.68
Timesteps: 49000, Mean reward: 619.31
Timesteps: 49100, Mean reward: 614.21
Timesteps: 49200, Mean reward: 586.30
Timesteps: 49300, Mean reward: 610.05
Timesteps: 49400, Mean reward: 670.96
Timesteps: 49500, Mean reward: 604.00
Timesteps: 49600, Mean reward: 610.85
Timesteps: 49700, Mean reward: 592.50
Timesteps: 49800, Mean reward: 471.62
Timesteps: 49900, Mean reward: 600.96
Timesteps: 50000, Mean reward: 566.52
Timesteps: 50100, Mean reward: 668.48
Timesteps: 50200, Mean reward: 599.09
Timesteps: 50300, Mean reward: 617.79
Timesteps: 50400, Mean reward: 625.18
Timesteps: 50500, Mean reward: 577.59
Timesteps: 50600, Mean reward: 578.13
Timesteps: 50700, Mean reward: 600.72
Timesteps: 50800, Mean reward: 628.38
Timesteps: 50900, Mean reward: 611.84
Timesteps: 51000, Mean reward: 631.79
Timesteps: 51100, Mean reward: 563.43
Timesteps: 51200, Mean reward: 551.19
Timesteps: 51300, Mean reward: 545.26
Timesteps: 51400, Mean reward: 556.28
Timesteps: 51500, Mean reward: 675.66
Timesteps: 51600, Mean reward: 546.38
Timesteps: 51700, Mean reward: 567.35
Timesteps: 51800, Mean reward: 559.63
Timesteps: 51900, Mean reward: 567.95
Timesteps: 52000, Mean reward: 540.50
Timesteps: 52100, Mean reward: 544.67
Timesteps: 52200, Mean reward: 548.14
Timesteps: 52300, Mean reward: 591.68
Timesteps: 52400, Mean reward: 545.48
Timesteps: 52500, Mean reward: 555.54
Timesteps: 52600, Mean reward: 555.93
Timesteps: 52700, Mean reward: 591.99
Timesteps: 52800, Mean reward: 549.87
Timesteps: 52900, Mean reward: 538.38
Timesteps: 53000, Mean reward: 541.28
Timesteps: 53100, Mean reward: 544.98
Timesteps: 53200, Mean reward: 547.85
Timesteps: 53300, Mean reward: 587.80
Timesteps: 53400, Mean reward: 566.87
Timesteps: 53500, Mean reward: 548.52
Timesteps: 53600, Mean reward: 551.85
Timesteps: 53700, Mean reward: 550.15
Timesteps: 53800, Mean reward: 562.62
Timesteps: 53900, Mean reward: 561.68
Timesteps: 54000, Mean reward: 555.01
Timesteps: 54100, Mean reward: 550.31
Timesteps: 54200, Mean reward: 555.45
Timesteps: 54300, Mean reward: 553.24
Timesteps: 54400, Mean reward: 552.95
Timesteps: 54500, Mean reward: 555.21
Timesteps: 54600, Mean reward: 552.00
Timesteps: 54700, Mean reward: 551.44
Timesteps: 54800, Mean reward: 550.70
Timesteps: 54900, Mean reward: 549.73
Timesteps: 55000, Mean reward: 547.77
Timesteps: 55100, Mean reward: 549.19
Timesteps: 55200, Mean reward: 553.13
Timesteps: 55300, Mean reward: 542.43
Timesteps: 55400, Mean reward: 549.90
Timesteps: 55500, Mean reward: 539.10
Timesteps: 55600, Mean reward: 539.11
Timesteps: 55700, Mean reward: 547.39
Timesteps: 55800, Mean reward: 548.21
Timesteps: 55900, Mean reward: 552.16
Timesteps: 56000, Mean reward: 548.34
Timesteps: 56100, Mean reward: 548.40
Timesteps: 56200, Mean reward: 549.24
Timesteps: 56300, Mean reward: 545.48
Timesteps: 56400, Mean reward: 548.42
Timesteps: 56500, Mean reward: 548.96
Timesteps: 56600, Mean reward: 546.15
Timesteps: 56700, Mean reward: 546.93
Timesteps: 56800, Mean reward: 548.92
Timesteps: 56900, Mean reward: 548.23
Timesteps: 57000, Mean reward: 549.34
Timesteps: 57100, Mean reward: 552.18
Timesteps: 57200, Mean reward: 538.73
Timesteps: 57300, Mean reward: 551.54
Timesteps: 57400, Mean reward: 536.87
Timesteps: 57500, Mean reward: 537.61
Timesteps: 57600, Mean reward: 528.21
Timesteps: 57700, Mean reward: 503.84
Timesteps: 57800, Mean reward: 474.98
Timesteps: 57900, Mean reward: 532.55
Timesteps: 58000, Mean reward: 490.07
Timesteps: 58100, Mean reward: 508.06
Timesteps: 58200, Mean reward: 519.15
Timesteps: 58300, Mean reward: 521.09
Timesteps: 58400, Mean reward: 354.29
Timesteps: 58500, Mean reward: 461.54
Timesteps: 58600, Mean reward: 496.71
Timesteps: 58700, Mean reward: 568.22
Timesteps: 58800, Mean reward: 545.21
Timesteps: 58900, Mean reward: 592.71
Timesteps: 59000, Mean reward: 247.50
Timesteps: 59100, Mean reward: 579.56
Timesteps: 59200, Mean reward: 575.47
Timesteps: 59300, Mean reward: 597.30
Timesteps: 59400, Mean reward: 522.18
Timesteps: 59500, Mean reward: 622.85
Timesteps: 59600, Mean reward: 398.10
Timesteps: 59700, Mean reward: 575.10
Timesteps: 59800, Mean reward: 510.56
Timesteps: 59900, Mean reward: 249.50
Timesteps: 60000, Mean reward: 520.32
Timesteps: 60100, Mean reward: 358.58
Timesteps: 60200, Mean reward: 444.03
Timesteps: 60300, Mean reward: 288.21
Timesteps: 60400, Mean reward: 319.01
Timesteps: 60500, Mean reward: 366.75
Timesteps: 60600, Mean reward: 337.32
Timesteps: 60700, Mean reward: 519.37
Timesteps: 60800, Mean reward: 144.54
Timesteps: 60900, Mean reward: 345.95
Timesteps: 61000, Mean reward: 537.15
Timesteps: 61100, Mean reward: 602.86
Timesteps: 61200, Mean reward: 533.00
Timesteps: 61300, Mean reward: 530.80
Timesteps: 61400, Mean reward: 533.60
Timesteps: 61500, Mean reward: 534.39
Timesteps: 61600, Mean reward: 536.48
Timesteps: 61700, Mean reward: 536.45
Timesteps: 61800, Mean reward: 532.67
Timesteps: 61900, Mean reward: 529.95
Timesteps: 62000, Mean reward: 526.14
Timesteps: 62100, Mean reward: 530.39
Timesteps: 62200, Mean reward: 531.46
Timesteps: 62300, Mean reward: 529.69
Timesteps: 62400, Mean reward: 529.27
Timesteps: 62500, Mean reward: 532.48
Timesteps: 62600, Mean reward: 529.65
Timesteps: 62700, Mean reward: 528.44
Timesteps: 62800, Mean reward: 529.77
Timesteps: 62900, Mean reward: 548.34
Timesteps: 63000, Mean reward: 534.26
Timesteps: 63100, Mean reward: 560.46
Timesteps: 63200, Mean reward: 532.69
Timesteps: 63300, Mean reward: 544.65
Timesteps: 63400, Mean reward: 626.19
Timesteps: 63500, Mean reward: 626.28
Timesteps: 63600, Mean reward: 546.19
Timesteps: 63700, Mean reward: 580.59
Timesteps: 63800, Mean reward: 584.72
Timesteps: 63900, Mean reward: 467.45
Timesteps: 64000, Mean reward: 545.41
Timesteps: 64100, Mean reward: 476.26
Timesteps: 64200, Mean reward: 489.39
Timesteps: 64300, Mean reward: 452.63
Timesteps: 64400, Mean reward: 463.27
Timesteps: 64500, Mean reward: 486.29
Timesteps: 64600, Mean reward: 404.46
Timesteps: 64700, Mean reward: 549.77
Timesteps: 64800, Mean reward: 479.83
Timesteps: 64900, Mean reward: 523.60
Timesteps: 65000, Mean reward: 537.61
Timesteps: 65100, Mean reward: 510.90
Timesteps: 65200, Mean reward: 536.41
Timesteps: 65300, Mean reward: 512.89
Timesteps: 65400, Mean reward: 357.41
Timesteps: 65500, Mean reward: 661.32
Timesteps: 65600, Mean reward: 616.62
Timesteps: 65700, Mean reward: 541.30
Timesteps: 65800, Mean reward: 534.86
Timesteps: 65900, Mean reward: 520.34
Timesteps: 66000, Mean reward: 455.73
Timesteps: 66100, Mean reward: 597.19
Timesteps: 66200, Mean reward: 567.10
Timesteps: 66300, Mean reward: 596.44
Timesteps: 66400, Mean reward: 559.07
Timesteps: 66500, Mean reward: 553.08
